Order ID,Restaurant Name,Location,Order Time,Delivery Time,Delivery Duration (min),Pizza Size,Pizza Type,Distance (km),Traffic Level,Payment Method,Is Peak Hour,Is Weekend,Order Month,Payment Category,Estimated Duration (min),Delay (min),Is Delayed,Traffic Impact,Order Hour,Restaurant Avg Time,Location_Order_Volume,Sales ($),Order_Hour,Order_Day,Order_Month,Order_Date,Distance Bucket
ORD489,Marco's Pizza,"Sacramento, Ca",2025-02-14 18:00:00,2025-02-14 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,February,Online,7.199999999999999,12.8,False,1,18,30.28645833333333,4,11,18,Friday,February,2025-02-14,2–5 km
ORD490,Domino's,"Kansas City, Mo",2025-02-15 19:15:00,2025-02-15 19:45:00,30,Large,Deep Dish,6.0,Medium,UPI,True,True,February,Online,14.4,15.6,False,2,19,30.25943396226415,3,18,19,Saturday,February,2025-02-15,5–10 km
ORD491,Papa John's,"Long Beach, Ca",2025-02-16 20:30:00,2025-02-16 21:10:00,40,XL,Cheese Burst,8.0,High,Wallet,True,True,February,Online,19.2,20.8,True,3,20,28.18627450980392,2,17,20,Sunday,February,2025-02-16,5–10 km
ORD492,Pizza Hut,"Mesa, Az",2025-02-17 18:45:00,2025-02-17 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,February,Offline,6.0,14.0,False,1,18,29.94845360824742,3,10,18,Monday,February,2025-02-17,2–5 km
ORD493,Domino's,"Atlanta, Ga",2025-02-18 19:00:00,2025-02-18 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,February,Online,24.0,26.0,True,3,19,30.25943396226415,78,14,19,Tuesday,February,2025-02-18,5–10 km
ORD494,Papa John's,"Omaha, Ne",2025-02-19 20:00:00,2025-02-19 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,February,Online,13.2,21.8,True,2,20,28.18627450980392,68,13,20,Wednesday,February,2025-02-19,5–10 km
ORD495,Pizza Hut,"Raleigh, Nc",2025-02-20 18:30:00,2025-02-20 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,February,Online,4.8,15.2,False,1,18,29.94845360824742,2,10,18,Thursday,February,2025-02-20,0–2 km
ORD496,Little Caesars,"Miami, Fl",2025-02-21 19:45:00,2025-02-21 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,February,Online,18.0,22.0,True,3,19,28.84422110552764,49,18,19,Friday,February,2025-02-21,5–10 km
ORD497,Marco's Pizza,"Tulsa, Ok",2025-02-22 18:00:00,2025-02-22 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,True,February,Online,9.6,20.4,False,2,18,30.28645833333333,1,12,18,Saturday,February,2025-02-22,2–5 km
ORD498,Domino's,"Minneapolis, Mn",2025-02-23 20:15:00,2025-02-23 21:00:00,45,Large,Veg,9.0,High,Cash,True,True,February,Offline,21.6,23.4,True,3,20,30.25943396226415,1,13,20,Sunday,February,2025-02-23,5–10 km
ORD499,Papa John's,"Arlington, Tx",2025-02-24 18:00:00,2025-02-24 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,February,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,1,11,18,Monday,February,2025-02-24,2–5 km
ORD500,Pizza Hut,"New Orleans, La",2025-02-25 19:15:00,2025-02-25 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,February,Online,14.4,15.6,False,2,19,29.94845360824742,1,14,19,Tuesday,February,2025-02-25,5–10 km
ORD501,Little Caesars,"Wichita, Ks",2025-02-26 20:30:00,2025-02-26 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,False,February,Online,19.2,20.8,True,3,20,28.84422110552764,1,17,20,Wednesday,February,2025-02-26,5–10 km
ORD502,Marco's Pizza,"Cleveland, Oh",2025-02-27 18:45:00,2025-02-27 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,February,Offline,6.0,14.0,False,1,18,30.28645833333333,1,10,18,Thursday,February,2025-02-27,2–5 km
ORD503,Domino's,"Tampa, Fl",2025-02-28 19:00:00,2025-02-28 19:50:00,50,Large,Non-Veg,10.0,High,Domino's Cash,True,False,February,Offline,24.0,26.0,True,3,19,30.25943396226415,3,14,19,Friday,February,2025-02-28,5–10 km
ORD504,Papa John's,"Bakersfield, Ca",2025-03-01 20:00:00,2025-03-01 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,True,March,Online,13.2,21.8,True,2,20,28.18627450980392,1,13,20,Saturday,March,2025-03-01,5–10 km
ORD505,Pizza Hut,"Aurora, Co",2025-03-02 18:30:00,2025-03-02 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,True,March,Online,4.8,15.2,False,1,18,29.94845360824742,1,10,18,Sunday,March,2025-03-02,0–2 km
ORD506,Little Caesars,"Anaheim, Ca",2025-03-03 19:45:00,2025-03-03 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,March,Online,18.0,22.0,True,3,19,28.84422110552764,1,18,19,Monday,March,2025-03-03,5–10 km
ORD507,Marco's Pizza,"Honolulu, Hi",2025-03-04 18:00:00,2025-03-04 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,False,March,Online,9.6,20.4,False,2,18,30.28645833333333,1,12,18,Tuesday,March,2025-03-04,2–5 km
ORD508,Domino's,"Lexington, Ky",2025-03-05 20:15:00,2025-03-05 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,March,Offline,21.6,23.4,True,3,20,30.25943396226415,1,13,20,Wednesday,March,2025-03-05,5–10 km
ORD509,Papa John's,"Stockton, Ca",2025-03-06 18:00:00,2025-03-06 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,March,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,1,11,18,Thursday,March,2025-03-06,2–5 km
ORD510,Pizza Hut,"Corpus Christi, Tx",2025-03-07 19:15:00,2025-03-07 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,March,Online,14.4,15.6,False,2,19,29.94845360824742,1,14,19,Friday,March,2025-03-07,5–10 km
ORD511,Little Caesars,"Henderson, Nv",2025-03-08 20:30:00,2025-03-08 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,True,March,Online,19.2,20.8,True,3,20,28.84422110552764,1,17,20,Saturday,March,2025-03-08,5–10 km
ORD512,Marco's Pizza,"Riverside, Ca",2025-03-09 18:45:00,2025-03-09 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,True,March,Offline,6.0,14.0,False,1,18,30.28645833333333,1,10,18,Sunday,March,2025-03-09,2–5 km
ORD513,Domino's,"Newark, Nj",2025-03-10 19:00:00,2025-03-10 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,March,Online,24.0,26.0,True,3,19,30.25943396226415,1,14,19,Monday,March,2025-03-10,5–10 km
ORD514,Papa John's,"St. Paul, Mn",2025-03-11 20:00:00,2025-03-11 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,March,Online,13.2,21.8,True,2,20,28.18627450980392,1,13,20,Tuesday,March,2025-03-11,5–10 km
ORD515,Pizza Hut,"Plano, Tx",2025-03-12 18:30:00,2025-03-12 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,March,Online,4.8,15.2,False,1,18,29.94845360824742,1,10,18,Wednesday,March,2025-03-12,0–2 km
ORD516,Little Caesars,"Lincoln, Ne",2025-03-13 19:45:00,2025-03-13 20:25:00,40,XL,Cheese Burst,7.5,High,Card,True,False,March,Online,18.0,22.0,True,3,19,28.84422110552764,1,17,19,Thursday,March,2025-03-13,5–10 km
ORD517,Marco's Pizza,"Boise, Id",2025-03-14 18:00:00,2025-03-14 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,March,Online,7.199999999999999,12.8,False,1,18,30.28645833333333,1,11,18,Friday,March,2025-03-14,2–5 km
ORD518,Domino's,"Reno, Nv",2025-03-15 19:15:00,2025-03-15 19:45:00,30,Large,Deep Dish,6.0,Medium,UPI,True,True,March,Online,14.4,15.6,False,2,19,30.25943396226415,1,18,19,Saturday,March,2025-03-15,5–10 km
ORD519,Papa John's,"Scottsdale, Az",2025-03-16 20:30:00,2025-03-16 21:10:00,40,XL,Cheese Burst,8.0,High,Wallet,True,True,March,Online,19.2,20.8,True,3,20,28.18627450980392,1,17,20,Sunday,March,2025-03-16,5–10 km
ORD520,Pizza Hut,"Irving, Tx",2025-03-17 18:45:00,2025-03-17 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,March,Offline,6.0,14.0,False,1,18,29.94845360824742,1,10,18,Monday,March,2025-03-17,2–5 km
ORD521,Domino's,"Orlando, Fl",2025-03-18 19:00:00,2025-03-18 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,March,Online,24.0,26.0,True,3,19,30.25943396226415,2,14,19,Tuesday,March,2025-03-18,5–10 km
ORD522,Papa John's,"Madison, Wi",2025-03-19 20:00:00,2025-03-19 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,March,Online,13.2,21.8,True,2,20,28.18627450980392,1,13,20,Wednesday,March,2025-03-19,5–10 km
ORD523,Pizza Hut,"Lubbock, Tx",2025-03-20 18:30:00,2025-03-20 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,March,Online,4.8,15.2,False,1,18,29.94845360824742,2,10,18,Thursday,March,2025-03-20,0–2 km
ORD524,Little Caesars,"Chandler, Az",2025-03-21 19:45:00,2025-03-21 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,March,Online,18.0,22.0,True,3,19,28.84422110552764,2,18,19,Friday,March,2025-03-21,5–10 km
ORD525,Marco's Pizza,"Garland, Tx",2025-03-22 18:00:00,2025-03-22 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,True,March,Online,9.6,20.4,False,2,18,30.28645833333333,2,12,18,Saturday,March,2025-03-22,2–5 km
ORD526,Domino's,"Glendale, Az",2025-03-23 20:15:00,2025-03-23 21:00:00,45,Large,Veg,9.0,High,Cash,True,True,March,Offline,21.6,23.4,True,3,20,30.25943396226415,2,13,20,Sunday,March,2025-03-23,5–10 km
ORD527,Papa John's,"Akron, Oh",2025-03-24 18:00:00,2025-03-24 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,March,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,2,11,18,Monday,March,2025-03-24,2–5 km
ORD528,Pizza Hut,"Baton Rouge, La",2025-03-25 19:15:00,2025-03-25 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,March,Online,14.4,15.6,False,2,19,29.94845360824742,2,14,19,Tuesday,March,2025-03-25,5–10 km
ORD529,Little Caesars,"Durham, Nc",2025-03-26 20:30:00,2025-03-26 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,False,March,Online,19.2,20.8,True,3,20,28.84422110552764,2,17,20,Wednesday,March,2025-03-26,5–10 km
ORD530,Marco's Pizza,"Chula Vista, Ca",2025-03-27 18:45:00,2025-03-27 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,March,Offline,6.0,14.0,False,1,18,30.28645833333333,1,10,18,Thursday,March,2025-03-27,2–5 km
ORD531,Domino's,"Fort Wayne, In",2025-03-28 19:00:00,2025-03-28 19:50:00,50,Large,Non-Veg,10.0,High,Domino's Cash,True,False,March,Offline,24.0,26.0,True,3,19,30.25943396226415,1,14,19,Friday,March,2025-03-28,5–10 km
ORD532,Papa John's,"St. Petersburg, Fl",2025-03-29 20:00:00,2025-03-29 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,True,March,Online,13.2,21.8,True,2,20,28.18627450980392,1,13,20,Saturday,March,2025-03-29,5–10 km
ORD533,Pizza Hut,"Jersey City, Nj",2025-03-30 18:30:00,2025-03-30 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,True,March,Online,4.8,15.2,False,1,18,29.94845360824742,1,10,18,Sunday,March,2025-03-30,0–2 km
ORD534,Little Caesars,"St. Louis, Mo",2025-03-31 19:45:00,2025-03-31 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,March,Online,18.0,22.0,True,3,19,28.84422110552764,1,18,19,Monday,March,2025-03-31,5–10 km
ORD535,Marco's Pizza,"Norfolk, Va",2025-04-01 18:00:00,2025-04-01 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,False,April,Online,9.6,20.4,False,2,18,30.28645833333333,1,12,18,Tuesday,April,2025-04-01,2–5 km
ORD536,Domino's,"Laredo, Tx",2025-04-02 20:15:00,2025-04-02 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,April,Offline,21.6,23.4,True,3,20,30.25943396226415,1,13,20,Wednesday,April,2025-04-02,5–10 km
ORD537,Papa John's,"Chandler, Az",2025-04-03 18:00:00,2025-04-03 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,April,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,2,11,18,Thursday,April,2025-04-03,2–5 km
ORD538,Pizza Hut,"Lubbock, Tx",2025-04-04 19:15:00,2025-04-04 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,April,Online,14.4,15.6,False,2,19,29.94845360824742,2,14,19,Friday,April,2025-04-04,5–10 km
ORD539,Little Caesars,"Garland, Tx",2025-04-05 20:30:00,2025-04-05 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,True,April,Online,19.2,20.8,True,3,20,28.84422110552764,2,17,20,Saturday,April,2025-04-05,5–10 km
ORD540,Marco's Pizza,"Glendale, Az",2025-04-06 18:45:00,2025-04-06 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,True,April,Offline,6.0,14.0,False,1,18,30.28645833333333,2,10,18,Sunday,April,2025-04-06,2–5 km
ORD541,Domino's,"Akron, Oh",2025-04-07 19:00:00,2025-04-07 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,April,Online,24.0,26.0,True,3,19,30.25943396226415,2,14,19,Monday,April,2025-04-07,5–10 km
ORD542,Papa John's,"Baton Rouge, La",2025-04-08 20:00:00,2025-04-08 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,April,Online,13.2,21.8,True,2,20,28.18627450980392,2,13,20,Tuesday,April,2025-04-08,5–10 km
ORD543,Pizza Hut,"Durham, Nc",2025-04-09 18:30:00,2025-04-09 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,April,Online,4.8,15.2,False,1,18,29.94845360824742,2,10,18,Wednesday,April,2025-04-09,0–2 km
ORD544,Domino's,"Austin, Tx",2025-04-10 19:00:00,2025-04-10 19:45:00,45,Large,Thai Chicken,7.0,Medium,Card,True,False,April,Online,16.8,28.2,True,2,19,30.25943396226415,19,17,19,Thursday,April,2025-04-10,5–10 km
ORD545,Papa John's,"Denver, Co",2025-04-11 20:15:00,2025-04-11 20:55:00,40,Medium,Sicilian,6.5,High,Wallet,True,False,April,Online,15.6,24.4,True,3,20,28.18627450980392,46,14,20,Friday,April,2025-04-11,5–10 km
ORD546,Pizza Hut,"Miami, Fl",2025-04-12 18:45:00,2025-04-12 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,True,April,Offline,6.0,14.0,False,1,18,29.94845360824742,49,10,18,Saturday,April,2025-04-12,2–5 km
ORD547,Little Caesars,"Seattle, Wa",2025-04-13 19:30:00,2025-04-13 20:10:00,40,XL,Cheese Burst,8.0,High,Card,True,True,April,Online,19.2,20.8,True,3,19,28.84422110552764,37,17,19,Sunday,April,2025-04-13,5–10 km
ORD548,Marco's Pizza,"Portland, Or",2025-04-14 18:00:00,2025-04-14 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,False,April,Online,9.6,20.4,False,2,18,30.28645833333333,3,12,18,Monday,April,2025-04-14,2–5 km
ORD549,Domino's,"Chicago, Il",2025-04-15 20:15:00,2025-04-15 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,April,Offline,21.6,23.4,True,3,20,30.25943396226415,45,13,20,Tuesday,April,2025-04-15,5–10 km
ORD550,Papa John's,"Boston, Ma",2025-04-16 18:00:00,2025-04-16 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,April,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,51,11,18,Wednesday,April,2025-04-16,2–5 km
ORD551,Pizza Hut,"Atlanta, Ga",2025-04-17 19:15:00,2025-04-17 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,April,Online,14.4,15.6,False,2,19,29.94845360824742,78,14,19,Thursday,April,2025-04-17,5–10 km
ORD552,Little Caesars,"Phoenix, Az",2025-04-18 20:30:00,2025-04-18 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,False,April,Online,19.2,20.8,True,3,20,28.84422110552764,35,17,20,Friday,April,2025-04-18,5–10 km
ORD553,Marco's Pizza,"San Diego, Ca",2025-04-19 18:45:00,2025-04-19 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,True,April,Offline,6.0,14.0,False,1,18,30.28645833333333,11,10,18,Saturday,April,2025-04-19,2–5 km
ORD554,Domino's,"Columbus, Oh",2025-04-20 19:00:00,2025-04-20 19:50:00,50,Large,Non-Veg,10.0,High,Domino's Cash,True,True,April,Offline,24.0,26.0,True,3,19,30.25943396226415,11,14,19,Sunday,April,2025-04-20,5–10 km
ORD555,Papa John's,"Charlotte, Nc",2025-04-21 20:00:00,2025-04-21 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,April,Online,13.2,21.8,True,2,20,28.18627450980392,18,13,20,Monday,April,2025-04-21,5–10 km
ORD556,Pizza Hut,"Nashville, Tn",2025-04-22 18:30:00,2025-04-22 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,April,Online,4.8,15.2,False,1,18,29.94845360824742,6,10,18,Tuesday,April,2025-04-22,0–2 km
ORD557,Little Caesars,"Oklahoma City, Ok",2025-04-23 19:45:00,2025-04-23 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,April,Online,18.0,22.0,True,3,19,28.84422110552764,3,18,19,Wednesday,April,2025-04-23,5–10 km
ORD558,Marco's Pizza,"Las Vegas, Nv",2025-04-24 18:00:00,2025-04-24 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,False,April,Online,9.6,20.4,False,2,18,30.28645833333333,4,12,18,Thursday,April,2025-04-24,2–5 km
ORD559,Domino's,"Indianapolis, In",2025-04-25 20:15:00,2025-04-25 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,April,Offline,21.6,23.4,True,3,20,30.25943396226415,12,13,20,Friday,April,2025-04-25,5–10 km
ORD560,Papa John's,"San Jose, Ca",2025-04-26 18:00:00,2025-04-26 18:20:00,20,Medium,Veg,3.0,Low,Card,True,True,April,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,12,11,18,Saturday,April,2025-04-26,2–5 km
ORD561,Pizza Hut,"Jacksonville, Fl",2025-04-27 19:15:00,2025-04-27 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,True,April,Online,14.4,15.6,False,2,19,29.94845360824742,11,14,19,Sunday,April,2025-04-27,5–10 km
ORD562,Little Caesars,"Fort Worth, Tx",2025-04-28 20:30:00,2025-04-28 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,False,April,Online,19.2,20.8,True,3,20,28.84422110552764,11,17,20,Monday,April,2025-04-28,5–10 km
ORD563,Marco's Pizza,"Memphis, Tn",2025-04-29 18:45:00,2025-04-29 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,April,Offline,6.0,14.0,False,1,18,30.28645833333333,9,10,18,Tuesday,April,2025-04-29,2–5 km
ORD564,Domino's,"Baltimore, Md",2025-04-30 19:00:00,2025-04-30 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,April,Online,24.0,26.0,True,3,19,30.25943396226415,10,14,19,Wednesday,April,2025-04-30,5–10 km
ORD565,Papa John's,"Milwaukee, Wi",2025-05-01 20:00:00,2025-05-01 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,May,Online,13.2,21.8,True,2,20,28.18627450980392,71,13,20,Thursday,May,2025-05-01,5–10 km
ORD566,Pizza Hut,"Albuquerque, Nm",2025-05-02 18:30:00,2025-05-02 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,May,Online,4.8,15.2,False,1,18,29.94845360824742,59,10,18,Friday,May,2025-05-02,0–2 km
ORD567,Little Caesars,"Tucson, Az",2025-05-03 19:45:00,2025-05-03 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,True,May,Online,18.0,22.0,True,3,19,28.84422110552764,4,18,19,Saturday,May,2025-05-03,5–10 km
ORD568,Marco's Pizza,"Fresno, Ca",2025-05-04 18:00:00,2025-05-04 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,True,May,Online,9.6,20.4,False,2,18,30.28645833333333,4,12,18,Sunday,May,2025-05-04,2–5 km
ORD569,Domino's,"Sacramento, Ca",2025-05-05 20:15:00,2025-05-05 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,May,Offline,21.6,23.4,True,3,20,30.25943396226415,4,13,20,Monday,May,2025-05-05,5–10 km
ORD570,Papa John's,"Milwaukee, Wi",2025-05-01 20:00:00,2025-05-01 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,May,Online,13.2,21.8,True,2,20,28.18627450980392,71,13,20,Thursday,May,2025-05-01,5–10 km
ORD571,Domino's,"New York, Ny",2025-05-07 19:00:00,2025-05-07 19:45:00,45,Large,Thai Chicken,7.0,Medium,Card,True,False,May,Online,16.8,28.2,True,2,19,30.25943396226415,21,17,19,Wednesday,May,2025-05-07,5–10 km
ORD572,Papa John's,"Los Angeles, Ca",2025-05-08 20:15:00,2025-05-08 20:55:00,40,Medium,Sicilian,6.5,High,Wallet,True,False,May,Online,15.6,24.4,True,3,20,28.18627450980392,42,14,20,Thursday,May,2025-05-08,5–10 km
ORD573,Pizza Hut,"Chicago, Il",2025-05-09 18:45:00,2025-05-09 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,May,Offline,6.0,14.0,False,1,18,29.94845360824742,45,10,18,Friday,May,2025-05-09,2–5 km
ORD574,Little Caesars,"Houston, Tx",2025-05-10 19:30:00,2025-05-10 20:10:00,40,XL,Cheese Burst,8.0,High,Card,True,True,May,Online,19.2,20.8,True,3,19,28.84422110552764,27,17,19,Saturday,May,2025-05-10,5–10 km
ORD575,Marco's Pizza,"Phoenix, Az",2025-05-11 18:00:00,2025-05-11 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,True,May,Online,9.6,20.4,False,2,18,30.28645833333333,35,12,18,Sunday,May,2025-05-11,2–5 km
ORD576,Domino's,"Philadelphia, Pa",2025-05-12 20:15:00,2025-05-12 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,May,Offline,21.6,23.4,True,3,20,30.25943396226415,3,13,20,Monday,May,2025-05-12,5–10 km
ORD577,Papa John's,"San Antonio, Tx",2025-05-13 18:00:00,2025-05-13 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,May,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,3,11,18,Tuesday,May,2025-05-13,2–5 km
ORD578,Pizza Hut,"San Diego, Ca",2025-05-14 19:15:00,2025-05-14 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,False,May,Online,14.4,15.6,False,2,19,29.94845360824742,11,14,19,Wednesday,May,2025-05-14,5–10 km
ORD579,Little Caesars,"Dallas, Tx",2025-05-15 20:30:00,2025-05-15 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,False,May,Online,19.2,20.8,True,3,20,28.84422110552764,50,17,20,Thursday,May,2025-05-15,5–10 km
ORD580,Marco's Pizza,"San Jose, Ca",2025-05-16 18:45:00,2025-05-16 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,May,Offline,6.0,14.0,False,1,18,30.28645833333333,12,10,18,Friday,May,2025-05-16,2–5 km
ORD581,Domino's,"Austin, Tx",2025-05-17 19:00:00,2025-05-17 19:50:00,50,Large,Non-Veg,10.0,High,Domino's Cash,True,True,May,Offline,24.0,26.0,True,3,19,30.25943396226415,19,14,19,Saturday,May,2025-05-17,5–10 km
ORD582,Papa John's,"Jacksonville, Fl",2025-05-18 20:00:00,2025-05-18 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,True,May,Online,13.2,21.8,True,2,20,28.18627450980392,11,13,20,Sunday,May,2025-05-18,5–10 km
ORD583,Pizza Hut,"Fort Worth, Tx",2025-05-19 18:30:00,2025-05-19 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,May,Online,4.8,15.2,False,1,18,29.94845360824742,11,10,18,Monday,May,2025-05-19,0–2 km
ORD584,Little Caesars,"Columbus, Oh",2025-05-20 19:45:00,2025-05-20 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,May,Online,18.0,22.0,True,3,19,28.84422110552764,11,18,19,Tuesday,May,2025-05-20,5–10 km
ORD585,Marco's Pizza,"Charlotte, Nc",2025-05-21 18:00:00,2025-05-21 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,False,May,Online,9.6,20.4,False,2,18,30.28645833333333,18,12,18,Wednesday,May,2025-05-21,2–5 km
ORD586,Domino's,"San Francisco, Ca",2025-05-22 20:15:00,2025-05-22 21:00:00,45,Large,Veg,9.0,High,Cash,True,False,May,Offline,21.6,23.4,True,3,20,30.25943396226415,13,13,20,Thursday,May,2025-05-22,5–10 km
ORD587,Papa John's,"Indianapolis, In",2025-05-23 18:00:00,2025-05-23 18:20:00,20,Medium,Veg,3.0,Low,Card,True,False,May,Online,7.199999999999999,12.8,False,1,18,28.18627450980392,12,11,18,Friday,May,2025-05-23,2–5 km
ORD588,Pizza Hut,"Seattle, Wa",2025-05-24 19:15:00,2025-05-24 19:45:00,30,Large,Non-Veg,6.0,Medium,Wallet,True,True,May,Online,14.4,15.6,False,2,19,29.94845360824742,37,14,19,Saturday,May,2025-05-24,5–10 km
ORD589,Little Caesars,"Denver, Co",2025-05-25 20:30:00,2025-05-25 21:10:00,40,XL,Cheese Burst,8.0,High,Card,True,True,May,Online,19.2,20.8,True,3,20,28.84422110552764,46,17,20,Sunday,May,2025-05-25,5–10 km
ORD590,Marco's Pizza,"Washington, Dc",2025-05-26 18:45:00,2025-05-26 19:05:00,20,Small,Vegan,2.5,Low,Cash,True,False,May,Offline,6.0,14.0,False,1,18,30.28645833333333,4,10,18,Monday,May,2025-05-26,2–5 km
ORD591,Domino's,"Boston, Ma",2025-05-27 19:00:00,2025-05-27 19:50:00,50,Large,Non-Veg,10.0,High,Card,True,False,May,Online,24.0,26.0,True,3,19,30.25943396226415,51,14,19,Tuesday,May,2025-05-27,5–10 km
ORD592,Papa John's,"El Paso, Tx",2025-05-28 20:00:00,2025-05-28 20:35:00,35,Medium,Gluten-Free,5.5,Medium,Wallet,True,False,May,Online,13.2,21.8,True,2,20,28.18627450980392,9,13,20,Wednesday,May,2025-05-28,5–10 km
ORD593,Pizza Hut,"Detroit, Mi",2025-05-29 18:30:00,2025-05-29 18:50:00,20,Small,Vegan,2.0,Low,UPI,True,False,May,Online,4.8,15.2,False,1,18,29.94845360824742,10,10,18,Thursday,May,2025-05-29,0–2 km
ORD594,Little Caesars,"Nashville, Tn",2025-05-30 19:45:00,2025-05-30 20:25:00,40,XL,Stuffed Crust,7.5,High,Card,True,False,May,Online,18.0,22.0,True,3,19,28.84422110552764,6,18,19,Friday,May,2025-05-30,5–10 km
ORD595,Marco's Pizza,"Memphis, Tn",2025-05-31 18:00:00,2025-05-31 18:30:00,30,Medium,Non-Veg,4.0,Medium,UPI,True,True,May,Online,9.6,20.4,False,2,18,30.28645833333333,9,12,18,Saturday,May,2025-05-31,2–5 km
